agaaus beitaw corlae cyadea cyamed daccup dacdac eladen hedarb hohpop kniexc kuneri lepsco metrob neslan rhosap vitluc altitude
0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 8 
0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 15 
0 0 0 1 1 0 0 0 0 0 0 1 1 0 0 0 1 20 
0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 20 
0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 8 
0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 1 20 
0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 10 
0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 20 
0 1 1 0 0 0 0 0 0 0 0 1 0 1 0 0 1 35 
0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 8 
0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 20 
0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 20 
0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 45 
0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 5 
0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 10 
0 0 0 0 0 1 1 0 0 0 1 1 0 0 0 0 0 40 
